Title,SJR,H index,Quartile
Journal of Interventional Radiology,"0,102",8,Q4
Journal of Jewish Ethics,"0,102",3,Q4
Journal of Multidisciplinary in Social Sciences,"0,102",3,Q4
Journal of New England Water Environment Association,"0,102",4,Q4
Journal of Slavic Linguistics,"0,102",4,Q4
Journal of Spacecraft Technology,"0,102",6,Q4
Journal of Taiwan Agricultural Engineering,"0,102",4,Q4
Journal of the Japan Research Association for Textile End-Uses,"0,102",7,Q4
Journal of the Medical Society of Toho University,"0,102",4,Q4
Journal of Water Law,"0,102",14,Q4
Karanos,"0,102",2,Q3
Knihy a Dejiny,"0,102",1,Q4
Kriminalistik,"0,102",9,Q4
Kronos,"0,102",0,Q4
La Mer,"0,102",12,Q4
Latin American Legal Studies,"0,102",1,Q4
Latvijas Universitites Zurnals Vesture,"0,102",1,Q4
Legal History Library,"0,102",2,Q4
Leibniz Review,"0,102",6,Q4
Letteratura e Letterature,"0,102",1,Q3
LIA Today,"0,102",3,Q4
Lias,"0,102",7,Q3
Libri(Turkey),"0,102",2,Q3
Lietuvos Istorijos Studijos,"0,102",0,Q4
Literature-Film Quarterly,"0,102",10,Q3
Lithuanian historical studies / Lithuanian Institute of History,"0,102",5,Q4
LUMS Law Journal,"0,102",1,Q4
Magyar Filozofiai Szemle,"0,102",4,Q4
Masonry International,"0,102",5,Q4
Medieval Low Countries,"0,102",1,Q4
Medieval Sermon Studies,"0,102",4,Q3
Metal Casting Design and Purchasing,"0,102",3,Q4
Millennium DIPr,"0,102",1,Q4
Mitteilungen - Verbandes der Deutschen Hohlen- Und Karstforscher,"0,102",6,Q4
Moyen Francais,"0,102",4,Q3
Musica Tecnologia,"0,102",1,Q4
Musik und Kirche,"0,102",2,Q4
Muveszettorteneti Ertesito,"0,102",3,Q4
Nephrologie (Germany),"0,102",1,Q4
New Zealand Journal of Asian Studies,"0,102",1,Q4
Nineteenth-Century Literature,"0,102",18,Q3
Nordic Wittgenstein Review,"0,102",4,Q4
Notes Konserwatorski,"0,102",1,Q4
Olba,"0,102",6,Q4
Opera Quarterly,"0,102",12,Q4
Oral Therapeutics and Pharmacology,"0,102",6,Q4
Orbit: A Journal of American Literature,"0,102",3,Q3
Osservatorio del Diritto Civile e Commerciale,"0,102",4,Q4
Otorhinolaryngology(Italy),"0,102",9,Q4
Pacific Northwest Quarterly,"0,102",5,Q4
Packaging News,"0,102",2,Q4
Perspectives on Political Science,"0,102",7,Q4
Pharmaceutical Manufacturing and Packing Sourcer,"0,102",3,Q4
Philosophy Kitchen,"0,102",1,Q4
Physicist,"0,102",4,Q4
Plastics Engineering,"0,102",14,Q4
Polish American Studies,"0,102",1,Q4
Practice Nurse,"0,102",5,Q4
Pravny Obzor,"0,102",0,Q4
Proceedings of the Boston Area Colloquium in Ancient Philosophy,"0,102",9,Q3
Public Procurement Law Review,"0,102",1,Q4
Publicum,"0,102",3,Q4
R and D: Research and Development Kobe Steel Engineering Reports,"0,102",11,Q4
Radwaste Solutions,"0,102",5,Q4
Rassegna Storica del Risorgimento,"0,102",2,Q4
Restaurant Business,"0,102",3,Q4
Retina Today,"0,102",8,Q4
Review of High Pressure Science and Technology/Koatsuryoku No Kagaku To Gijutsu,"0,102",18,Q4
Revista de Hispanismo Filosofico,"0,102",3,Q4
Revista Venezolana de Oncologia,"0,102",6,Q4
Revue du Rhumatisme (Edition Francaise),"0,102",16,Q4
Revue Internationale de Droit Economique,"0,102",8,Q4
Revue Philosophique de Louvain,"0,102",5,Q4
Rivista Italiana di Ragioneria e di Economia Aziendale,"0,102",2,Q4
Rivista Storica dell'Antichita,"0,102",5,Q3
Rocznik Teologii Katolickiej,"0,102",1,Q4
Romance Philology,"0,102",7,Q3
Russian Law Journal,"0,102",8,Q4
Russian Studies in Philosophy,"0,102",5,Q4
Science Fiction Film and Television,"0,102",6,Q4
Sciences de l'Education pour l'Ere Nouvelle,"0,102",5,Q4
Scriblerian and the Kit-Cats,"0,102",1,Q3
Scripta Judaica Cracoviensia,"0,102",3,Q4
Sea Technology,"0,102",24,Q4
Semitica et Classica,"0,102",2,Q3
Shiyou Huagong Shebei/ Petro-Chemical Equipment,"0,102",9,Q4
Sixteenth Century Journal,"0,102",17,Q4
Societate si Politica,"0,102",4,Q4
Sokendai Review of Cultural and Social Studies,"0,102",2,Q4
Spenser Studies,"0,102",13,Q3
Studi Piemontesi,"0,102",3,Q4
Studi Secenteschi,"0,102",5,Q3
Studia Graeco-Arabica,"0,102",2,Q3
Studia Iranica,"0,102",5,Q4
Studia Leibnitiana,"0,102",9,Q4
Studia Mythologica Slavica,"0,102",4,Q4
Studia Neoaristotelica,"0,102",3,Q4
Studia Theodisca,"0,102",1,Q3
Studien zur Deutschen Sprache und Literatur,"0,102",1,Q3
Studies in the Literary Imagination,"0,102",8,Q3
Surgical Chronicles,"0,102",4,Q4
Taiwanese Journal of Agricultural Chemistry and Food Science,"0,102",5,Q4
Technai,"0,102",1,Q3
Textile View2 Magazine,"0,102",0,Q4
Tidskriftet Antropologi,"0,102",5,Q4
Tijdschrift voor Theologie,"0,102",2,Q4
TR News,"0,102",13,Q4
Transactions of the Ancient Monuments Society,"0,102",4,Q4
Transactions of the Cambridge Bibliographical Society,"0,102",5,Q3
Trasvases Entre la Literatura y el Cine,"0,102",2,Q3
Value Inquiry Book Series,"0,102",9,Q4
Verhaltenstherapie und Verhaltensmedizin,"0,102",4,Q4
Verwaltung,"0,102",3,Q4
Virginia Quarterly Review,"0,102",6,Q3
Visual Culture in Britain,"0,102",8,Q4
Vulcan,"0,102",4,Q4
West 86th,"0,102",9,Q4
Western Humanities Review,"0,102",6,Q3
WHO Drug Information,"0,102",11,Q4
Working Paper - Chr. Michelson Institute,"0,102",6,Q4
"World Dredging, Mining and Construction","0,102",3,Q4
World Literature Today,"0,102",8,Q3
World Scientific Studies in International Economics,"0,102",2,Q4
Yingxiang Kexue yu Guanghuaxue/Imaging Science and Photochemistry,"0,102",10,Q4
Zeitschrift fur Balkanologie,"0,102",3,Q3
Zeitschrift fur Gefassmedizin,"0,102",5,Q4
Zeitschrift fur Volkskunde,"0,102",8,Q4
ZEMCH International Conference,"0,102",2,-
Acta Asiatica Varsoviensia,"0,101",1,Q4
Acta Classica,"0,101",6,Q4
Acta Classica Universitatis Scientiarum Debreceniensis,"0,101",2,Q4
Acta Historica Tallinnensia,"0,101",5,Q4
Acta Literaria,"0,101",6,Q4
Acta Musei Napocensis,"0,101",1,Q4
Acta Poloniae Historica,"0,101",7,Q4
Acta Universitatis Lodziensis. Folia Archaeologica,"0,101",2,Q4
Actualizaciones en Osteologia,"0,101",6,Q4
Actuel Marx,"0,101",7,Q4
Ad Limina,"0,101",4,Q4
Ada User Journal,"0,101",6,Q4
Advances in Imaging and Electron Physics,"0,101",39,Q4
Aegaeum,"0,101",7,Q4
Aethiopica,"0,101",2,Q4
Aevum - Rassegna di Scienze Storiche Linguistiche e Filologiche,"0,101",8,Q4
Afterall,"0,101",7,Q4
Agricultural Commodities,"0,101",4,Q4
"AIChE, Ammonia Plant Safty and Related Facilities v12 (CEP Tech Manual)","0,101",6,-
Air Force Magazine,"0,101",9,Q4
Aither,"0,101",1,Q4
Ajalooline Ajakiri,"0,101",4,Q4
Akroterion,"0,101",2,Q4
Aleph,"0,101",8,Q4
American and British Studies Annual,"0,101",2,Q4
American City and County,"0,101",4,Q4
American Forests,"0,101",5,Q4
American Journal of Forensic Psychology,"0,101",20,Q4
American Journal of Numismatics,"0,101",1,Q4
American Nineteenth Century History,"0,101",7,Q4
American Poetry Review,"0,101",4,Q4
Anaesthesiology and Intensive Care,"0,101",2,Q4
Analele Banatului: Arheologie - Istorie,"0,101",5,Q4
Analele Universitatii din Craiova - Seria Istorie,"0,101",5,Q4
Anales de Historia del Arte,"0,101",2,Q4
Anales de Literatura Chilena,"0,101",6,Q4
Annales Universitates Paedagogicae Cracoviensis. Studia ad Didacticam Mathematicae Pertinentia,"0,101",3,Q4
Annali dell'Istituto Storico Itali-Germanico in Trento,"0,101",1,Q4
Annali di Scienze Religiose,"0,101",2,Q4
Annals of the Naprstek Museum,"0,101",6,Q4
Annuaire Roumain d'Anthropologie,"0,101",4,Q4
Anos 90,"0,101",3,Q4
Antiguedad y Cristianismo,"0,101",1,Q4
Antike und Abendland,"0,101",9,Q4
Antiqvorvm Philosophia,"0,101",1,Q4
Appalachian Journal,"0,101",7,Q4
Arcadia,"0,101",9,Q4
Archeologia Classica,"0,101",9,Q4
Archeo-Nil,"0,101",7,Q4
Architecture d'Aujourd Hui,"0,101",3,Q4
Archiv fur Musikwissenschaft,"0,101",6,Q4
Archiv fur Reformationsgeschichte,"0,101",8,Q4
Archiv fur Volkerkunde,"0,101",4,Q4
Archives Juives,"0,101",5,Q4
Archives of American Art Journal,"0,101",3,Q4
Archivio Storico Italiano,"0,101",8,Q4
Archivium Hibernicum,"0,101",5,Q4
Archivo de Arte Valenciano,"0,101",3,Q4
Archivum Franciscanum Historicum,"0,101",4,Q4
Argumenta Philosophica,"0,101",2,Q4
Arion - Journal of Humanities and the Classics,"0,101",13,Q4
Arms and Armour,"0,101",4,Q4
Ars Adriatica,"0,101",3,Q4
Ars Aeterna,"0,101",3,Q4
Ars (Sao Paulo),"0,101",2,Q4
Arti Musices,"0,101",4,Q4
ARTnews,"0,101",3,Q4
Arzneimitteltherapie,"0,101",6,Q4
Aschkenas,"0,101",3,Q4
Asia Maior,"0,101",4,Q4
Asian Case Research Journal,"0,101",4,Q4
Asian Textile Journal,"0,101",11,Q4
Astragalo,"0,101",1,Q4
Atlanti+,"0,101",2,Q4
Augustinian Studies,"0,101",15,Q4
Augustiniana,"0,101",3,Q4
Aurora,"0,101",3,Q4
Aussiger Beitrage,"0,101",2,Q4
Australian and New Zealand Journal of Art,"0,101",2,Q4
Austrian Review of International and European Law,"0,101",6,Q4
Automotive Industries AI,"0,101",5,Q4
Azafea,"0,101",2,Q4
Baku State University Law Review,"0,101",1,Q4
Balkanistica,"0,101",5,Q4
"Baptist quarterly, The","0,101",4,Q4
Beitrage zur Mittelalterarchaologie in Osterreich,"0,101",2,Q4
BELLETEN Yearbook of Turkic Studies,"0,101",1,Q4
Ben Jonson Journal,"0,101",8,Q4
Biblos,"0,101",1,Q4
Biologist,"0,101",24,Q4
Biotecnologia Aplicada,"0,101",17,Q4
Biuletyn Polskiej Misji Historycznej,"0,101",1,Q4
Blake - An Illustrated Quarterly,"0,101",8,Q4
Bohemica Litteraria,"0,101",1,Q4
Boletim de Estudos Classicos,"0,101",0,Q4
Bollettino di Storia delle Scienze Matematiche,"0,101",9,Q4
Bollettino Filosofico,"0,101",2,Q4
Britain and the World,"0,101",7,Q4
British Catholic History,"0,101",6,Q4
British Journal of Canadian Studies,"0,101",7,Q4
Bulletin of the Comediantes,"0,101",6,Q4
Bulletin of the Institute of Classical Studies,"0,101",21,Q4
Bulletin of the John Rylands Library,"0,101",6,Q4
Burlington Magazine,"0,101",10,Q4
BWK - Energie-Fachmagazin,"0,101",8,Q4
Byzantin Symmeikta,"0,101",5,Q4
Byzantion: Revue Internationale des Etudes Byzantines,"0,101",12,Q4
Cadernos CEDES,"0,101",12,Q4
Cahiers d'Etudes Levinassiennes,"0,101",1,Q4
Cahiers Victoriens and Edouardiens,"0,101",5,Q4
Cambrian Medieval Celtic Studies,"0,101",9,Q4
Cambridge Quarterly,"0,101",11,Q4
Canadian Mining Journal,"0,101",6,Q4
Canadian Review of American Studies,"0,101",8,Q4
Casopis Matice Moravske,"0,101",2,Q4
CEA Critic,"0,101",6,Q4
Cement International,"0,101",8,Q4
Ceramic Transactions,"0,101",22,Q4
Cercles,"0,101",2,Q4
Chemistry World,"0,101",18,Q4
Children's Literature Association Quarterly,"0,101",6,Q4
Chinese Literature and Thought Today,"0,101",1,Q4
Ciceroniana On Line,"0,101",4,Q4
Cineforum,"0,101",1,Q4
Cinema,"0,101",1,Q4
Cinemas,"0,101",1,Q4
Citeaux,"0,101",3,Q4
Civil War History,"0,101",16,Q4
Clinical Psychology Today,"0,101",2,Q4
Clio,"0,101",7,Q4
"Clovek, Stavba a Uzemni Planovani - Man, Building and Urban Planning","0,101",1,-
Codex Aquilarensis,"0,101",3,Q4
Comitatus,"0,101",4,Q4
Commentaria Classica,"0,101",1,Q4
Communio Viatorum,"0,101",3,Q4
Comprendre,"0,101",2,Q4
Comunicazioni Sociali,"0,101",5,Q4
Concentric,"0,101",5,Q4
Connexe,"0,101",1,Q4
Contemporary Chinese Thought,"0,101",6,Q4
Control Engineering,"0,101",9,Q4
Convivium (Poland),"0,101",2,Q4
Cornova,"0,101",1,Q4
Croatica Christiana Periodica,"0,101",3,Q4
Crossroads,"0,101",2,Q4
Cuaderno de Notas,"0,101",1,Q4
Cuadernos de investigacion historica,"0,101",1,Q4
Cuadernos de Literatura,"0,101",4,Q4
Cultural Perspectives,"0,101",0,Q4
Dacoromania,"0,101",3,Q4
Dansk Teologisk Tidsskrift,"0,101",2,Q4
Dante e l'Arte,"0,101",2,Q4
Danubius,"0,101",3,Q4
Degres,"0,101",2,Q4
Dentistry Today,"0,101",27,Q4
Dermatologia Revista Mexicana,"0,101",10,Q4
Design Engineering (Toronto),"0,101",7,Q4
Diasporas,"0,101",4,Q4
Divadelni Revue,"0,101",2,Q4
DNA Reporter,"0,101",1,Q4
Documentatieblad voor de Nederlandse Kerkgeschiedenis na 1800,"0,101",1,Q4
DOLOR,"0,101",5,Q4
Durkheimian Studies,"0,101",7,Q4
Early Modern French Studies,"0,101",4,Q4
Early Modern Women,"0,101",6,Q4
Ecclesiastical Law Journal,"0,101",16,Q4
Education and Culture,"0,101",3,Q4
Eighteenth Century,"0,101",12,Q4
Eirene,"0,101",5,Q4
English Linguistics,"0,101",9,Q4
English Literature,"0,101",1,Q4
"English Literature in Transition, 1880-1920","0,101",11,Q4
Environmental Law and Management,"0,101",9,Q4
Eos (Poland),"0,101",2,Q4
Ephemerides Liturgicae,"0,101",5,Q4
Erga-Logoi,"0,101",5,Q4
Ermeneutica Letteraria,"0,101",1,Q4
Ernahrung,"0,101",3,Q4
Erudition and the Republic of Letters,"0,101",5,Q4
ES Review,"0,101",3,Q4
Essays in Criticism,"0,101",11,Q4
Estreno,"0,101",2,Q4
Estudios de Historia de Espana,"0,101",2,Q4
Estudios de Linguistica del Espanol,"0,101",5,Q4
Estudis de Literatura Oral Popular,"0,101",1,Q4
"Etudes balkaniques / Académie bulgare des sciences, Institut d'études balkaniques","0,101",1,Q3
Etudes Classiques,"0,101",7,Q3
Etudes et Travaux,"0,101",6,Q4
Eugene O'Neill Review,"0,101",3,Q4
Euphorion - Zeitschrift fur Literaturgeschichte,"0,101",4,Q4
European Medieval Drama,"0,101",5,Q4
Exartisis,"0,101",1,Q4
Exemplaria Classica,"0,101",4,Q4
"Exploration Geophysics, Remote Sensing and Environment","0,101",2,Q4
Explorations in Renaissance culture,"0,101",7,Q4
F. Scott Fitzgerald Review,"0,101",2,Q3
Family and Community History,"0,101",5,Q4
Fichte-Studien,"0,101",3,Q4
Filologia Mediolatina,"0,101",2,Q4
Fire Risk Management,"0,101",8,Q4
Folia Philosophica,"0,101",1,Q4
Forum Prawnicze,"0,101",1,Q4
Franciscan Studies,"0,101",5,Q4
Francofonia,"0,101",0,Q4
French Forum,"0,101",8,Q4
Fronteiras(Brazil),"0,101",2,Q4
Frontiers of Literary Studies in China,"0,101",6,Q4
Fruhmittelalterliche Studien,"0,101",13,Q4
Fruit Growing Research,"0,101",4,Q4
Gastric and Breast Cancer,"0,101",6,Q4
Gemmae,"0,101",2,Q3
Geografski Obzornik,"0,101",5,Q4
Geotechnical Engineering Education,"0,101",1,-
German Historical Institute London Bulletin,"0,101",5,Q4
Germanisch-Romanische Monatsschrift,"0,101",6,Q4
Germanoslavica (Czech Republic),"0,101",2,Q4
Getty Research Journal,"0,101",4,Q4
Giornale di Storia Costituzionale,"0,101",5,Q4
Giornale Italiano di Endoscopia Digestiva,"0,101",3,Q4
Giornale Storico della Letteratura Italiana,"0,101",2,Q4
GMP Review,"0,101",2,Q4
Gnosis,"0,101",4,Q4
Great Plains Quarterly,"0,101",11,Q4
Gripla,"0,101",5,Q3
Gymnasium,"0,101",5,Q4
Gynakologische Praxis,"0,101",5,Q4
Hagiographica,"0,101",2,Q4
Haide Estudis Maragallians,"0,101",1,Q4
Handelingen van de Koninklijke Commissie voor Toponymie,"0,101",3,Q4
Haser,"0,101",2,Q4
Hematology (Bulgaria),"0,101",0,Q4
Hercegovina,"0,101",1,Q4
HERMES (France),"0,101",12,Q4
Heron,"0,101",28,Q4
Heteroglossia,"0,101",1,Q4
Hirosaki Medical Journal,"0,101",6,Q4
Historia scientiarum : international journal of the History of Science Society of Japan,"0,101",6,Q4
Historia Urbana,"0,101",2,Q4
Historica (Ostrava),"0,101",2,Q4
Historical Materialism Book Series,"0,101",7,Q4
Historicka Demografie,"0,101",4,Q4
Histories of Postwar Architecture,"0,101",2,Q4
Historische Sprachforschung,"0,101",11,Q4
Historisk tidskrift for Finland,"0,101",4,Q4
History of Economic Thought and Policy,"0,101",3,Q4
History of Mechanism and Machine Science,"0,101",7,Q4
History of Photography,"0,101",15,Q4
Homme et la Societe,"0,101",8,Q4
Horizons in Biblical Theology,"0,101",7,Q4
Hotel Management,"0,101",4,Q4
Hudebni Veda,"0,101",5,Q4
Human Rights,"0,101",1,Q4
Humanitas,"0,101",1,Q4
Hungarian Journal of English and American Studies,"0,101",2,Q4
Hungarian Studies,"0,101",6,Q4
Hydro International,"0,101",8,Q4
HyperCultura,"0,101",1,Q4
I Tatti Studies in the Italian Renaissance,"0,101",7,Q4
Iconographica,"0,101",2,Q4
Illinois classical studies,"0,101",3,Q4
Images,"0,101",6,Q4
Imaginaire et Inconscient,"0,101",4,Q4
In Esse: English Studies in Albania,"0,101",2,Q4
"In Gremium. Studies in History, Culture and Politics","0,101",1,Q4
Ink World,"0,101",2,Q4
International Bulk Journal,"0,101",1,Q4
International Journal of Military History and Historiography,"0,101",3,Q4
International Journal of Platonic Tradition,"0,101",9,Q4
International Lawyer,"0,101",4,Q4
International Paperworld IPW,"0,101",8,Q4
Internet Journal of Restorative Justice,"0,101",1,Q4
Intrecci d'Arte,"0,101",1,Q4
Iride,"0,101",5,Q4
Istrazivanja Journal of Historical Researches,"0,101",2,Q4
Italian Culture,"0,101",7,Q4
Italienisch,"0,101",2,Q4
Itinera,"0,101",1,Q4
Itineraria,"0,101",1,Q4
J19,"0,101",2,Q4
Japanese Journal of Clinical Ophthalmology,"0,101",9,Q4
Jazz Research Journal,"0,101",1,Q4
JEC Composites Magazine,"0,101",10,Q4
Journal for the Study of the Pseudepigrapha,"0,101",15,Q4
Journal fur Anasthesie und Intensivbehandlung,"0,101",5,Q4
"Journal fur Neurologie, Neurochirurgie und Psychiatrie","0,101",7,Q4
Journal of Arabic Literature,"0,101",14,Q4
Journal of Austrian-American History,"0,101",2,Q4
Journal of Beckett Studies,"0,101",9,Q4
Journal of British and Irish Innovative Poetry,"0,101",2,Q4
Journal of Contemporary Painting,"0,101",2,Q4
Journal of Early Modern Christianity,"0,101",5,Q4
Journal of European Integration History,"0,101",5,Q4
Journal of Gang Research,"0,101",11,Q4
Journal of Gender and Sexuality Studies,"0,101",1,Q4
Journal of Global South Studies,"0,101",4,Q4
Journal of Historical Research in Music Education,"0,101",4,Q4
Journal of Inklings Studies,"0,101",3,Q4
Journal of Interdisciplinary History of Ideas,"0,101",2,Q4
Journal of Japanese Linguistics,"0,101",8,Q4
Journal of Leukemia and Lymphoma,"0,101",5,Q4
Journal of Lusophone Studies,"0,101",3,Q4
Journal of Magazine Media,"0,101",4,Q4
Journal of Medieval Monastic Studies,"0,101",3,Q4
Journal of Mediterranean Studies,"0,101",13,Q4
Journal of Modern Craft,"0,101",8,Q4
Journal of Moravian History,"0,101",4,Q4
Journal of Musicological Research,"0,101",14,Q4
Journal of Nara Medical Association,"0,101",5,Q4
Journal of Philosophy ARHE,"0,101",1,Q4
Journal of Plastination,"0,101",2,Q4
Journal of Punjab Studies,"0,101",8,Q4
Journal of Reformed Theology,"0,101",4,Q4
Journal of Stem Cells,"0,101",21,Q4
Journal of Taiwan Society of Naval Architects and Marine Engineers,"0,101",5,Q4
Journal of the Australian Early Medieval Association,"0,101",7,Q4
Journal of the Institute of Electrical Engineers of Japan,"0,101",11,Q4
Journal of the Institute of Latvian History,"0,101",1,Q4
Journal of the Japan Epilepsy Society,"0,101",5,Q4
Journal of the Midwest Modern Language Association,"0,101",8,Q3
Journal of Tokyo Medical University,"0,101",5,Q4
Journal of Validation Technology,"0,101",2,Q4
Kadim,"0,101",1,Q4
Kairos,"0,101",4,Q4
Kaku igaku. The Japanese journal of nuclear medicine,"0,101",10,Q4
Kardiologicka Revue,"0,101",4,Q4
Keats-Shelley Review,"0,101",4,Q4
Kierkegaard Studies,"0,101",5,Q4
"Kinoshi Kenkyu Kaishi/Annals of the High Performance Paper Society, Japan","0,101",3,Q4
KulturPoetik,"0,101",3,Q4
Kunststoffe International,"0,101",11,Q4
Landfall,"0,101",4,Q4
Latin American Theatre Review,"0,101",4,Q4
Lebenswelt,"0,101",1,Q4
Lectora,"0,101",4,Q4
Legacy,"0,101",11,Q4
Leo Baeck Institute Yearbook,"0,101",9,Q4
Letteratura e Dialetti,"0,101",0,Q4
Lettere Italiane,"0,101",4,Q4
Lettres Romanes,"0,101",3,Q4
Leuvense Bijdragen,"0,101",6,Q4
Library and Information History,"0,101",7,Q4
Lietuvos Muzikologija,"0,101",1,Q4
Lighting Design and Application: LD and A,"0,101",5,Q4
Lingua e Stile,"0,101",6,Q4
Lingua Nostra,"0,101",3,Q4
Linguistica Lettica,"0,101",1,Q4
Linguistique Balkanique,"0,101",1,Q4
Literaturna Misal,"0,101",0,Q4
Literaturwissenschaftliches Jahrbuch,"0,101",1,Q4
Litteraria Pragensia,"0,101",2,Q4
Local Population Studies,"0,101",11,Q4
Logeion,"0,101",6,Q3
Logos and Pneuma - Chinese Journal of Theology,"0,101",3,Q4
Lusitania Sacra,"0,101",4,Q4
Luziana,"0,101",1,Q4
Manchester Journal of Transnational Islamic Law and Practice,"0,101",2,Q4
Manuscripta Orientalia,"0,101",4,Q4
Manuscrits,"0,101",1,Q4
Mapping and Image Science,"0,101",5,Q4
Marine Corps History,"0,101",1,Q4
Martor,"0,101",2,Q4
Marvels and Tales,"0,101",7,Q4
Massachusetts Review,"0,101",10,Q3
Matatu,"0,101",5,Q4
Materia,"0,101",1,Q4
MDCCC 1800,"0,101",1,Q4
Meander,"0,101",1,Q4
Meanjin,"0,101",9,Q4
Mediaeval Studies,"0,101",6,Q4
Medicina Cutanea Ibero-Latino-Americana,"0,101",11,Q4
Medievalia et Humanistica,"0,101",5,Q3
Medium Aevum,"0,101",11,Q4
Metall,"0,101",14,Q4
Methexis,"0,101",4,Q4
Metropolitan Museum Journal,"0,101",5,Q4
Metropolitan Museum of Art Bulletin,"0,101",6,Q4
Middle East Journal of Anesthesiology,"0,101",28,Q4
Middle Kingdom Studies,"0,101",1,Q4
Midland History,"0,101",4,Q4
Militargeschichtliche Zeitschrift,"0,101",4,Q4
Military Engineer,"0,101",5,Q4
